Time_Iter,Outer_Iter,Inner_Iter,CD       ,CL       ,CMx      ,CMy      
0,0,0,0.3177984836,1.120432832,-1.273041038,-0.2299623572
0,0,1,0.1048949686,0.4841085131,-0.5199877006,-0.03407513319
0,0,2,0.0126080982,0.2137717882,-0.2371130159,0.02629300847
0,0,3,0.01784387942,0.2505621381,-0.3065155123,-0.01159074697
0,0,4,0.04491743631,0.3645881249,-0.4340933259,-0.04525862541
0,0,5,0.06109386347,0.4401476035,-0.502424248,-0.05208940654
0,0,6,0.06369401498,0.4634848573,-0.5162666439,-0.04563980842
0,0,7,0.05941654615,0.4580319262,-0.5071034783,-0.03804819334
0,0,8,0.05361500135,0.4440832256,-0.4940915324,-0.03326535616
0,0,9,0.04905175337,0.4324038344,-0.4846958122,-0.03113949838
0,0,10,0.04661174184,0.4267241415,-0.4806690443,-0.03065782145
0,0,11,0.04647377651,0.427766567,-0.4820891684,-0.03105168716
0,0,12,0.04837271097,0.4339243341,-0.4874596176,-0.03162102059
0,0,13,0.05157723639,0.4419366138,-0.4942276875,-0.03165104561
0,0,14,0.05505457586,0.4480909348,-0.499394821,-0.03072849315
0,0,15,0.05826726545,0.4510111625,-0.5021534278,-0.02895599388
0,0,16,0.06122035552,0.4517370761,-0.5036186616,-0.02680383183
0,0,17,0.06393742564,0.4525665608,-0.5057521807,-0.02489892357
0,0,18,0.06609227221,0.4551850573,-0.5096812878,-0.02362510704
0,0,19,0.06721999534,0.4589678223,-0.5143854508,-0.02295002095
0,0,20,0.06716375741,0.4612760732,-0.5168045391,-0.02244863932
0,0,21,0.06645029214,0.4608520912,-0.5156915833,-0.02168443087
0,0,22,0.06589170179,0.459539362,-0.5136607072,-0.02080963708
0,0,23,0.06582816375,0.4586710431,-0.5124076257,-0.02009706817
0,0,24,0.06614926858,0.4585614698,-0.5122325191,-0.01969185632
0,0,25,0.06658272192,0.4587637462,-0.5123811464,-0.01952914235
0,0,26,0.06714386023,0.4588247023,-0.5122482364,-0.01950371927
0,0,27,0.06801141053,0.4591920041,-0.5126957334,-0.01980597022
0,0,28,0.06917701124,0.4600515048,-0.514052221,-0.02048176139
0,0,29,0.07057392569,0.4613543607,-0.5161849687,-0.02150334534
0,0,30,0.07205704401,0.4627807959,-0.5185014004,-0.02267155783
0,0,31,0.07355878058,0.4643581186,-0.5210115411,-0.02400652693
0,0,32,0.07502844605,0.465912448,-0.5233998929,-0.02538909623
0,0,33,0.07646063522,0.4674194173,-0.5256688462,-0.02686648136
0,0,34,0.07787229972,0.468784651,-0.5276949991,-0.02837386752
0,0,35,0.07928638126,0.4700430929,-0.5296125748,-0.02998719526
0,0,36,0.0806929125,0.4711910254,-0.5314174081,-0.03165921144
0,0,37,0.08206799866,0.4722165808,-0.5331130423,-0.03341324879
0,0,38,0.08338506271,0.4730810787,-0.5345914271,-0.0351574648
0,0,39,0.08462364389,0.4737145609,-0.5357438264,-0.03686943397
0,0,40,0.08584252542,0.474110028,-0.5365403762,-0.03856190694
0,0,41,0.08701287576,0.474124349,-0.5367842697,-0.04017006496
0,0,42,0.08809887017,0.4736702597,-0.5363620614,-0.04162978104
0,0,43,0.08906062649,0.4726654301,-0.5351651147,-0.04287284256
0,0,44,0.08984906877,0.4709954549,-0.5330313198,-0.04381778308
0,0,45,0.09040934679,0.4685088404,-0.5297364132,-0.04436647153
0,0,46,0.09068513027,0.4650411524,-0.5250324758,-0.04441218404
0,0,47,0.0906225127,0.4604416125,-0.518687779,-0.04384994033
0,0,48,0.09017533234,0.4545927359,-0.5105146361,-0.0425862704
0,0,49,0.08931144448,0.4474276381,-0.5003950639,-0.04055130878
0,0,50,0.08801876226,0.4389447214,-0.4883021719,-0.03771034337
0,0,51,0.08641753866,0.4297969503,-0.4751593748,-0.03431157461
0,0,52,0.08457227787,0.4201869607,-0.4612573469,-0.03046544752
0,0,53,0.0825047312,0.4099544632,-0.4463523192,-0.02614437132
0,0,54,0.08039688229,0.3998330048,-0.4314960985,-0.02169705036
0,0,55,0.07832403214,0.3900381556,-0.4170073231,-0.01725616225
0,0,56,0.07631134754,0.3804600247,-0.4027361347,-0.01281857702
0,0,57,0.07453237781,0.371787123,-0.3897112127,-0.008742312613
0,0,58,0.07303156211,0.3641487404,-0.3781377272,-0.005118802191
0,0,59,0.07185066721,0.3576967483,-0.36826851,-0.002048597926
0,0,60,0.0709367744,0.352126477,-0.3596409947,0.0006003812059
0,0,61,0.07029514392,0.3475453032,-0.35242829,0.002775849531
0,0,62,0.0699114753,0.3440589158,-0.3467913451,0.004438752661
0,0,63,0.06972331637,0.3414686897,-0.3424301943,0.005698257273
0,0,64,0.06968331292,0.3397120973,-0.3392565491,0.006597361947
0,0,65,0.06974925661,0.3387575495,-0.3372312506,0.007164593488
0,0,66,0.06988780127,0.3385782646,-0.33632439,0.007422360415
0,0,67,0.07009028828,0.3392347968,-0.3366052521,0.00735965827
0,0,68,0.07033980257,0.3405939487,-0.3379355982,0.007010568654
0,0,69,0.07068214784,0.3428473175,-0.3406093449,0.00626830123
0,0,70,0.07114751216,0.3460080677,-0.344657598,0.005111397487
0,0,71,0.07176347239,0.3500102218,-0.3500402776,0.00351254176
0,0,72,0.07255871619,0.3548066221,-0.3567190723,0.001454363273
0,0,73,0.07354211701,0.3602873477,-0.3645492913,-0.001041220199
0,0,74,0.07462376739,0.3659017291,-0.3727208748,-0.003724728169
0,0,75,0.07586063736,0.3719037564,-0.3815899113,-0.006720445748
0,0,76,0.07714279966,0.3778046351,-0.3904050521,-0.009762943172
0,0,77,0.0784610693,0.3835928593,-0.3991107134,-0.01283537561
0,0,78,0.079694983,0.3888161578,-0.406996461,-0.01566696142
0,0,79,0.08082472243,0.3934510026,-0.4139766252,-0.01821730632
0,0,80,0.08181105685,0.397404936,-0.4198873367,-0.02040412311
0,0,81,0.08259276258,0.4004947522,-0.4244062703,-0.02210108615
0,0,82,0.0830964365,0.4024871679,-0.4271752072,-0.02317091322
0,0,83,0.08327961178,0.4032538675,-0.4280125628,-0.0235520281
0,0,84,0.08317580485,0.4029402256,-0.4271785768,-0.02334592559
0,0,85,0.08283621609,0.401748067,-0.4250276727,-0.02269467133
0,0,86,0.08231458356,0.3998854594,-0.4219225305,-0.02174504041
0,0,87,0.08166150602,0.3975483603,-0.4181992014,-0.02063114479
0,0,88,0.08092110034,0.3949082888,-0.4141430481,-0.01946218855
0,0,89,0.08009704342,0.3919948017,-0.4098137343,-0.0182727608
0,0,90,0.07924712352,0.3890162004,-0.4055193487,-0.01714770406
0,0,91,0.0783819616,0.3860362741,-0.4013267407,-0.01609699497
0,0,92,0.07749564998,0.3830315361,-0.3971886106,-0.01508824235
0,0,93,0.07658108891,0.3800095463,-0.3930752882,-0.01408765451
0,0,94,0.0756434655,0.3769867363,-0.3889702382,-0.01305913394
0,0,95,0.07471876488,0.3740873362,-0.3850058076,-0.01201334818
0,0,96,0.07378893661,0.371262998,-0.3810898737,-0.01090878999
0,0,97,0.07286366415,0.3685136462,-0.3772011361,-0.009739036795
0,0,98,0.07200580574,0.3660258107,-0.3735966108,-0.008593073448
0,0,99,0.07125695137,0.3639107087,-0.3704424354,-0.007542880103
0,0,100,0.0706458638,0.3622730427,-0.3678808193,-0.006649097248
0,0,101,0.07022488245,0.3612135654,-0.3660902219,-0.006008238807
0,0,102,0.07007854797,0.3610695475,-0.3655567957,-0.005778455368
0,0,103,0.07017897266,0.36170061,-0.3661054067,-0.005925841479
0,0,104,0.07054143509,0.3632003121,-0.3678889402,-0.006495924284
0,0,105,0.07113407814,0.365486751,-0.3707768676,-0.007444553052
0,0,106,0.0719100362,0.3684207006,-0.3745789036,-0.008716556811
0,0,107,0.07280936028,0.3718088464,-0.3790336482,-0.01023372758
0,0,108,0.07376316929,0.3754168303,-0.3838264732,-0.01189993824
0,0,109,0.07469971792,0.3789929271,-0.388622085,-0.01360992197
0,0,110,0.07559414823,0.3824937351,-0.3933738511,-0.01534840662
0,0,111,0.0762958101,0.3852950153,-0.3972258007,-0.01684512655
0,0,112,0.0767923782,0.387395574,-0.4001816834,-0.01807125874
0,0,113,0.07702663748,0.3885249466,-0.4018393643,-0.0188909639
0,0,114,0.07699416017,0.3886885902,-0.4021851999,-0.01926584482
0,0,115,0.07672816526,0.3879914418,-0.401339972,-0.01922556938
0,0,116,0.07624597612,0.3865803618,-0.3995097306,-0.01881899162
0,0,117,0.075542342,0.3844131931,-0.3966143966,-0.01802969305
0,0,118,0.07462238322,0.3815808663,-0.3927910662,-0.01688894357
0,0,119,0.07351919706,0.3781562694,-0.3881322138,-0.0154441789
0,0,120,0.07226719251,0.3743292593,-0.3829330481,-0.01378328997
0,0,121,0.07086952577,0.3701199336,-0.3772360867,-0.01192943695
0,0,122,0.06942150833,0.3658556928,-0.3715074066,-0.01004634772
0,0,123,0.06805713006,0.3619376659,-0.3662936358,-0.008327332464
0,0,124,0.06682312678,0.3586051966,-0.3619669265,-0.006888420513
0,0,125,0.06576078027,0.3559338359,-0.3585902213,-0.00575864619
0,0,126,0.06495430999,0.3542476096,-0.3566146479,-0.005084879358
0,0,127,0.06441538571,0.3535007948,-0.3559182822,-0.004830057782
0,0,128,0.06419858748,0.3538262268,-0.3566544225,-0.005047035002
0,0,129,0.06430018595,0.3552320154,-0.3588190333,-0.005723167876
0,0,130,0.06471555567,0.3576791616,-0.3623348224,-0.006832631768
0,0,131,0.06543321769,0.3611061492,-0.3671034089,-0.008341357541
0,0,132,0.06635635208,0.3651075072,-0.3725698436,-0.01007347298
0,0,133,0.06753653548,0.3699250548,-0.3790712688,-0.01212174358
0,0,134,0.06885220719,0.3751184521,-0.3860200372,-0.01430147307
0,0,135,0.07031816644,0.3807599605,-0.3935204674,-0.01663917023
0,0,136,0.07180053586,0.3863708692,-0.4009445325,-0.0189444046
0,0,137,0.07330013224,0.391970638,-0.4083234166,-0.02122067219
0,0,138,0.0746884032,0.3970977072,-0.4150522009,-0.02329172799
0,0,139,0.07595966628,0.4017357232,-0.4211078407,-0.02514379008
0,0,140,0.07706936621,0.4057243076,-0.4262743235,-0.0267159057
0,0,141,0.07796050761,0.4088310377,-0.430230507,-0.02790568516
0,0,142,0.07852903427,0.4106486085,-0.4324373281,-0.02856398916
0,0,143,0.07880211594,0.4112448598,-0.4329738632,-0.02869793558
0,0,144,0.07879727425,0.4106916316,-0.4319472165,-0.02835300843
0,0,145,0.07856352444,0.4091606845,-0.42958815,-0.02758272541
0,0,146,0.07814545484,0.4068533637,-0.426194236,-0.02649927069
0,0,147,0.07759414905,0.4039702759,-0.4220578219,-0.02518431347
0,0,148,0.07692616209,0.4005802606,-0.4172984471,-0.02369339001
0,0,149,0.07619695561,0.3969468723,-0.4123049252,-0.0221536342
0,0,150,0.07542511209,0.3931323851,-0.407185359,-0.02059642738
0,0,151,0.0746678372,0.3893942973,-0.4022757719,-0.01913883206
0,0,152,0.07398575323,0.3859582978,-0.3978774262,-0.01784820422
0,0,153,0.07339167015,0.3828559276,-0.3939858698,-0.01673380398
0,0,154,0.07294355368,0.3802804599,-0.3908371104,-0.01583957483
0,0,155,0.07263279912,0.3781784693,-0.3883014614,-0.01513639252
0,0,156,0.07250298213,0.3767325559,-0.3865890872,-0.01466461979
0,0,157,0.07254535704,0.3758744283,-0.3855800052,-0.0143828615
0,0,158,0.07276151643,0.3755946469,-0.3852327284,-0.01427276386
0,0,159,0.07318322465,0.37596913,-0.3856124432,-0.01433557547
0,0,160,0.07373302648,0.3767712699,-0.3864193392,-0.01449775613
0,0,161,0.0744341541,0.3781332786,-0.3878372169,-0.01478577003
0,0,162,0.07524296808,0.379884157,-0.3896376603,-0.015140251
0,0,163,0.07609796027,0.3818628826,-0.3916644043,-0.01552700071
0,0,164,0.0769560647,0.3839412472,-0.3937973525,-0.01592651344
0,0,165,0.07782662203,0.3861286858,-0.3960716663,-0.01635719474
0,0,166,0.078611886,0.3880717737,-0.3980922996,-0.01675341653
0,0,167,0.07933807008,0.389866103,-0.4000324735,-0.01717816988
0,0,168,0.07999635264,0.3913937644,-0.4017273329,-0.01760865912
0,0,169,0.08055908276,0.3925404358,-0.4030429154,-0.01802122974
0,0,170,0.08102315859,0.3932668162,-0.4039056041,-0.01839262918
0,0,171,0.08138318857,0.3935320704,-0.4042241387,-0.01868347103
0,0,172,0.08162978124,0.3932936993,-0.4038995239,-0.01884512947
0,0,173,0.08175306324,0.3925202991,-0.4028501544,-0.01883174052
0,0,174,0.08174565432,0.3912004886,-0.4010294454,-0.01860945444
0,0,175,0.08160422879,0.3893457293,-0.3984328533,-0.01816098309
0,0,176,0.08132928377,0.3869870436,-0.3950942732,-0.01748538157
0,0,177,0.08092418258,0.384168939,-0.3910761939,-0.01659401364
0,0,178,0.08039410908,0.3809438311,-0.386459366,-0.01550559966
0,0,179,0.07974557749,0.3773681344,-0.3813345039,-0.01424247646
0,0,180,0.07898679987,0.3735014039,-0.3757988947,-0.0128295297
0,0,181,0.07816867929,0.3695901178,-0.3702146721,-0.01136568245
0,0,182,0.07727441288,0.3655608882,-0.3644997375,-0.009835344214
0,0,183,0.0762802951,0.3612854784,-0.3584702531,-0.008190037024
0,0,184,0.07522548163,0.3569663134,-0.3524275115,-0.006515802985
0,0,185,0.07413963146,0.3527287335,-0.3465588565,-0.004874476413
0,0,186,0.0730517414,0.3486885989,-0.3410351749,-0.003325454837
0,0,187,0.07195044564,0.3448403048,-0.3358727347,-0.001885240597
0,0,188,0.07086825386,0.34131418,-0.3312389038,-0.0006022786963
0,0,189,0.0698734225,0.3383817384,-0.3274990638,0.0004165319409
0,0,190,0.06897137557,0.3361266387,-0.3247871045,0.001125026981
0,0,191,0.06819141071,0.33463101,-0.3231776576,0.001511574143
0,0,192,0.06758328968,0.3340256184,-0.3228123591,0.00154102387
0,0,193,0.06716456715,0.3343230216,-0.323686005,0.001216817246
0,0,194,0.06693719279,0.3353505951,-0.3255079549,0.0006287321404
0,0,195,0.06689770204,0.337068602,-0.3282326987,-0.0002187843024
0,0,196,0.06704087304,0.3394787978,-0.3318753352,-0.001330681347
0,0,197,0.06732704993,0.3422860947,-0.3360018245,-0.002581200918
0,0,198,0.06774118231,0.3454332629,-0.3405474228,-0.00395668638
0,0,199,0.06827717315,0.3489466249,-0.3455599948,-0.00546474251
0,0,200,0.06890292035,0.3526932007,-0.3508486278,-0.007046706463
0,0,201,0.0695834219,0.3565270163,-0.3562045504,-0.008637045772
0,0,202,0.07024011479,0.3600795885,-0.3611087596,-0.01008071366
0,0,203,0.0708996186,0.3635398833,-0.3658321188,-0.01145025725
0,0,204,0.07154893657,0.366912599,-0.3703800688,-0.01273643982
,,,,,,
mean from cell 60:end,,,0.074349385439562,0.37510114179635,,-0.0128476057758423
